School Year,Building Code,DBN,Location Name,Location Code,Address,Borough,Geographical District Code,Register,Building Name,# Schools,Schools in Building,Major N,Oth N,NoCrim N,Prop N,Vio N,ENGroupA,RangeA,AvgOfMajor N,AvgOfOth N,AvgOfNoCrim N,AvgOfProp N,AvgOfVio N,Borough Name,Postcode,Latitude,Longitude,Community Board,Council District ,Census Tract,BIN,BBL,NTA
2015-16,Q600,24Q600,Queens Vocational and Technical High School,Q600,37-02 47 AVENUE,Q,24,1575,,1,Queens Vocational and Technical High School,0,1,5,1,0,8C,1501-1750,0.59,2.3,4.8,1.36,1.17,QUEENS   ,11101,40.742205,-73.928219,2,26,189,4003259,4002280020,Hunters Point-Sunnyside-West Maspeth                                       
2015-16,Q610,24Q610,Aviation Career & Technical Education High School,Q610,45-30 36 STREET,Q,24,2148,,1,Aviation Career & Technical Education High School,2,0,1,2,0,10C,2001-2500,1.69,7.16,17.44,3.63,3.94,QUEENS   ,11101,40.743509,-73.929076,2,26,179,4436685,4002260001,Hunters Point-Sunnyside-West Maspeth                                       
2015-16,Q620,28Q620,Thomas A. Edison Career and Technical Education Hi,Q620,165-65 84 AVENUE,Q,28,2132,,1,Thomas A. Edison Career and Technical Education Hi,2,8,7,5,3,10C,2001-2500,1.69,7.16,17.44,3.63,3.94,QUEENS   ,11432,40.715389,-73.800369,8,24,452,4211027,4098670002,Briarwood-Jamaica Hills                                                    
2015-16,Q633,29Q327,Eagle Academy for Young Men III,Q327,171-10 LINDEN BOULEVARD,Q,29,493,,1,Eagle Academy for Young Men III,2,4,6,4,2,3C,251-500,0.27,0.9,1.67,0.63,0.44,QUEENS   ,11434,40.691712,-73.778923,12,27,432,4268543,4123930001,St. Albans                                                                 
2015-16,Q636,27Q334,Epic High School - North,Q334,94-25 117TH STREET,Q,27,178,,1,Epic High School - North,0,0,0,0,0,2C,1-250,0.24,0.71,1.71,0.51,0.32,QUEENS   ,11419,40.693006,-73.829407,9,28,120,4441342,4094350016,Richmond Hill                                                              
2015-16,Q650,27Q650,"High School for Construction Trades, Engineering a",Q650,94-06 104TH STREET,Q,27,973,,1,"High School for Construction Trades, Engineering a",1,7,4,4,2,5C,751-1000,0.38,1.71,2.38,0.98,0.82,QUEENS   ,11416,40.689591,-73.840717,9,28,114,4438609,4093810044,Richmond Hill                                                              
2015-16,Q680,28Q896,"Young Women's Leadership School, Queens",Q896,150-91 87 ROAD,Q,28,552,,1,"Young Women's Leadership School, Queens",1,1,3,2,0,4C,501-750,0.28,1.11,1.74,0.75,0.53,QUEENS   ,11432,40.707527,-73.806412,8,24,236,4207510,4097070048,Briarwood-Jamaica Hills                                                    
2015-16,Q686,28Q167,Metropolitan Expeditionary Learning School,Q167,91-30 METROPOLITAN AVENUE,Q,28,829,91-30 METROPOLITAN AVENUE CONSOLIDATED LOCATION,3,Metropolitan Expeditionary Learning School |  P.S. Q233 |  QUEENS METROPOLITAN HIGH SCHOOL |  91-30 METROPOLITAN AVENUE CONSOLIDATED LOCATION,N/A,N/A,N/A,N/A,N/A,5C,751-1000,N/A,N/A,N/A,N/A,N/A,QUEENS   ,11375,40.711367,-73.856698,6,29,645,4447233,4038860800,Forest Hills                                                               
2015-16,Q686,28Q686,QUEENS METROPOLITAN HIGH SCHOOL,Q686,91-30 METROPOLITAN AVENUE,Q,28,1060,91-30 METROPOLITAN AVENUE CONSOLIDATED LOCATION,3,Metropolitan Expeditionary Learning School |  P.S. Q233 |  QUEENS METROPOLITAN HIGH SCHOOL |  91-30 METROPOLITAN AVENUE CONSOLIDATED LOCATION,N/A,N/A,N/A,N/A,N/A,6C,1001-1250,N/A,N/A,N/A,N/A,N/A,QUEENS   ,11375,40.711367,-73.856698,6,29,645,4447233,4038860800,Forest Hills                                                               
2015-16,Q686,75Q233,P.S. Q233,Q233,91-30 METROPOLITAN AVENUE,Q,28,439,91-30 METROPOLITAN AVENUE CONSOLIDATED LOCATION,3,Metropolitan Expeditionary Learning School |  P.S. Q233 |  QUEENS METROPOLITAN HIGH SCHOOL |  91-30 METROPOLITAN AVENUE CONSOLIDATED LOCATION,N/A,N/A,N/A,N/A,N/A,3C,251-500,N/A,N/A,N/A,N/A,N/A,QUEENS   ,11375,40.711367,-73.856698,6,29,645,4447233,4038860800,Forest Hills                                                               
2015-16,Q686,,91-30 METROPOLITAN AVENUE CONSOLIDATED LOCATION,,91-30 METROPOLITAN AVENUE,Q,28,2328,91-30 METROPOLITAN AVENUE CONSOLIDATED LOCATION,3,Metropolitan Expeditionary Learning School |  P.S. Q233 |  QUEENS METROPOLITAN HIGH SCHOOL |  91-30 METROPOLITAN AVENUE CONSOLIDATED LOCATION,1,2,2,3,0,10C,2001-2500,1.69,7.16,17.44,3.63,3.94,QUEENS   ,11375,40.711367,-73.856698,6,29,645,4447233,4038860800,Forest Hills                                                               
2015-16,Q690,28Q690,High School for Law Enforcement and Public Safety,Q690,116-25 GUY R BREWER BOULEVARD,Q,28,589,,1,High School for Law Enforcement and Public Safety,1,6,6,1,6,4C,501-750,0.28,1.11,1.74,0.75,0.53,QUEENS   ,11434,40.686208,-73.784144,12,28,278,4464077,4123350049,Baisley Park                                                               
2015-16,Q695,28Q680,Queens Gateway to Health Sciences Secondary School,Q680,160-20 GOETHALS AVENUE,Q,28,726,,1,Queens Gateway to Health Sciences Secondary School,0,2,1,1,1,4C,501-750,0.28,1.11,1.74,0.75,0.53,QUEENS   ,11432,40.718831,-73.806499,8,24,1267,4539721,4068580050,Pomonok-Flushing Heights-Hillcrest                                         
2015-16,Q707,25Q670,Robert F. Kennedy Community High School,Q670,75-40 PARSONS BOULEVARD,Q,25,720,,1,Robert F. Kennedy Community High School,0,4,6,3,0,4C,501-750,0.28,1.11,1.74,0.75,0.53,QUEENS   ,11366,40.725603,-73.810697,8,24,77908,4147452,4068090056,Kew Gardens Hills                                                          
2015-16,Q721,24Q016,P.S. Q016 The Nancy DeBenedittis School,Q016,41-15 104 STREET,Q,24,1707,,1,P.S. Q016 The Nancy DeBenedittis School,0,0,0,0,0,8C,1501-1750,0.59,2.3,4.8,1.36,1.17,QUEENS   ,11368,40.748987,-73.86123,4,21,403,4048820,4019850001,North Corona                                                               
2015-16,Q722,75Q721,John F. Kennedy Jr. School,Q721,57-12 94 STREET,Q,24,485,,1,John F. Kennedy Jr. School,0,0,0,0,0,3C,251-500,0.27,0.9,1.67,0.63,0.44,QUEENS   ,11373,40.736003,-73.867478,4,25,683,4462647,4018730050,Elmhurst                                                                   
2015-16,Q725,30Q502,Information Technology High School,Q502,21-16 44TH ROAD,Q,30,961,,1,Information Technology High School,0,2,2,1,0,5C,751-1000,0.38,1.71,2.38,0.98,0.82,QUEENS   ,11101,40.748701,-73.94638,2,26,19,4005184,4004380026,Hunters Point-Sunnyside-West Maspeth                                       
2015-16,Q733,79Q950,Pathways to Graduation,Q950,90-01 SUTPHIN BOULEVARD,Q,28,3590,,1,Pathways to Graduation,0,0,0,0,0,12C,3001-4000,1.13,8.47,15.33,3.8,3.07,QUEENS   ,11435,40.70284,-73.808352,12,24,240,4206785,4096770016,Jamaica                                                                    
2015-16,Q735,24Q264,Academy of Finance and  Enterprise,Q264,30-20 THOMSON AVENUE,Q,24,514,30-20 THOMSON AVENUE CONSOLIDATED LOCATION,3,Academy of Finance and  Enterprise |  High School of Applied Communication |  Bard High School Early College Queens |  30-20 THOMSON AVENUE CONSOLIDATED LOCATION,N/A,N/A,N/A,N/A,N/A,4C,501-750,N/A,N/A,N/A,N/A,N/A,QUEENS   ,11101,40.745095,-73.936635,2,26,179,4003517,4002740001,Hunters Point-Sunnyside-West Maspeth                                       
2015-16,Q735,24Q267,High School of Applied Communication,Q267,30-20 THOMSON AVENUE,Q,24,407,30-20 THOMSON AVENUE CONSOLIDATED LOCATION,3,Academy of Finance and  Enterprise |  High School of Applied Communication |  Bard High School Early College Queens |  30-20 THOMSON AVENUE CONSOLIDATED LOCATION,N/A,N/A,N/A,N/A,N/A,3C,251-500,N/A,N/A,N/A,N/A,N/A,QUEENS   ,11101,40.745095,-73.936635,2,26,179,4003517,4002740001,Hunters Point-Sunnyside-West Maspeth                                       
2015-16,Q735,24Q299,Bard High School Early College Queens,Q299,30-20 THOMSON AVENUE,Q,24,600,30-20 THOMSON AVENUE CONSOLIDATED LOCATION,3,Academy of Finance and  Enterprise |  High School of Applied Communication |  Bard High School Early College Queens |  30-20 THOMSON AVENUE CONSOLIDATED LOCATION,N/A,N/A,N/A,N/A,N/A,4C,501-750,N/A,N/A,N/A,N/A,N/A,QUEENS   ,11101,40.745095,-73.936635,2,26,179,4003517,4002740001,Hunters Point-Sunnyside-West Maspeth                                       
2015-16,Q735,,30-20 THOMSON AVENUE CONSOLIDATED LOCATION,,30-20 THOMSON AVENUE,Q,24,1521,30-20 THOMSON AVENUE CONSOLIDATED LOCATION,3,Academy of Finance and  Enterprise |  High School of Applied Communication |  Bard High School Early College Queens |  30-20 THOMSON AVENUE CONSOLIDATED LOCATION,0,1,0,0,1,8C,1501-1750,0.59,2.3,4.8,1.36,1.17,QUEENS   ,11101,40.745095,-73.936635,2,26,179,4003517,4002740001,Hunters Point-Sunnyside-West Maspeth                                       
2015-16,Q739,30Q286,"Young Women's Leadership School, Astoria",Q286,23-15 NEWTOWN AVENUE,Q,30,561,,1,"Young Women's Leadership School, Astoria",0,0,0,0,0,4C,501-750,0.28,1.11,1.74,0.75,0.53,QUEENS   ,11102,40.771215,-73.924591,1,22,69,4440035,4005420008,Old Astoria                                                                
2015-16,Q744,24Q293,Civic Leadership Academy,Q293,45-10 94TH STREET,Q,24,467,45-10 94TH STREET CONSOLIDATED LOCATION,4,Civic Leadership Academy |  Pan American International High School |  Corona Arts and Sciences Academy |  VOYAGES Preparatory |  45-10 94TH STREET CONSOLIDATED LOCATION,N/A,N/A,N/A,N/A,N/A,3C,251-500,N/A,N/A,N/A,N/A,N/A,QUEENS   ,11373,40.74373,-73.870642,4,25,463,4437166,4016000061,Elmhurst                                                                   
2015-16,Q744,24Q296,Pan American International High School,Q296,45-10 94TH STREET,Q,24,380,45-10 94TH STREET CONSOLIDATED LOCATION,4,Civic Leadership Academy |  Pan American International High School |  Corona Arts and Sciences Academy |  VOYAGES Preparatory |  45-10 94TH STREET CONSOLIDATED LOCATION,N/A,N/A,N/A,N/A,N/A,3C,251-500,N/A,N/A,N/A,N/A,N/A,QUEENS   ,11373,40.74373,-73.870642,4,25,463,4437166,4016000061,Elmhurst                                                                   
2015-16,Q744,24Q311,Corona Arts and Sciences Academy,Q311,45-10 94TH STREET,Q,24,305,45-10 94TH STREET CONSOLIDATED LOCATION,4,Civic Leadership Academy |  Pan American International High School |  Corona Arts and Sciences Academy |  VOYAGES Preparatory |  45-10 94TH STREET CONSOLIDATED LOCATION,N/A,N/A,N/A,N/A,N/A,3C,251-500,N/A,N/A,N/A,N/A,N/A,QUEENS   ,11373,40.74373,-73.870642,4,25,463,4437166,4016000061,Elmhurst                                                                   
2015-16,Q744,24Q744,VOYAGES Preparatory,Q744,45-10 94TH STREET,Q,24,226,45-10 94TH STREET CONSOLIDATED LOCATION,4,Civic Leadership Academy |  Pan American International High School |  Corona Arts and Sciences Academy |  VOYAGES Preparatory |  45-10 94TH STREET CONSOLIDATED LOCATION,N/A,N/A,N/A,N/A,N/A,2C,1-250,N/A,N/A,N/A,N/A,N/A,QUEENS   ,11373,40.74373,-73.870642,4,25,463,4437166,4016000061,Elmhurst                                                                   
2015-16,Q744,,45-10 94TH STREET CONSOLIDATED LOCATION,,45-10 94TH STREET,Q,24,1378,45-10 94TH STREET CONSOLIDATED LOCATION,3,Civic Leadership Academy |  Pan American International High School |   VOYAGES Preparatory |  45-10 94TH STREET CONSOLIDATED LOCATION,0,0,2,0,0,7C,1251-1500,0.64,3.02,5.77,1.72,1.54,QUEENS   ,11373,40.74373,-73.870642,4,25,463,4437166,4016000061,Elmhurst                                                                   
2015-16,Q799,29Q326,Cambria Heights Academy,Q326,188-04 91ST AVENUE,Q,29,405,,1,Cambria Heights Academy,0,1,3,1,0,3C,251-500,0.27,0.9,1.67,0.63,0.44,QUEENS   ,11423,40.711849,-73.771195,12,23,480,4222072,4104430001,Jamaica                                                                    
2015-16,Q811,75Q811,P.S. Q811,Q811,61-25 MARATHON PARKWAY,Q,26,415,,1,P.S. Q811,0,0,1,0,0,3C,251-500,0.27,0.9,1.67,0.63,0.44,QUEENS   ,11362,40.756778,-73.729487,11,23,152902,4173060,4083610001,Douglas Manor-Douglaston-Little Neck                                       
2015-16,Q849,24Q077,I.S. 077,Q077,976 SENECA AVENUE,Q,24,1008,,1,I.S. 077,0,1,3,1,0,6C,1001-1250,0.57,2.12,3.64,1.39,1.05,QUEENS   ,11385,40.699516,-73.90214,5,34,555,4085922,4035630023,Ridgewood                                                                  
2015-16,Q868,30Q078,P.S./I.S. 78Q,Q078,48-09 CENTER BOULEVARD,Q,30,583,,1,P.S./I.S. 78Q,0,0,0,0,0,4C,501-750,0.28,1.11,1.74,0.75,0.53,QUEENS   ,11109,40.744753,-73.957971,2,26,1,4000019,4000180001,Hunters Point-Sunnyside-West Maspeth                                       
2015-16,Q877,24Q877,The 51 Avenue Academy (The Path To Academic Excell,Q877,76-05 51 AVENUE,Q,24,482,,1,The 51 Avenue Academy (The Path To Academic Excell,0,0,1,0,0,3C,251-500,0.27,0.9,1.67,0.63,0.44,QUEENS   ,11373,40.73679,-73.887438,4,25,479,4056455,4024510021,Elmhurst-Maspeth                                                           
2015-16,Q884,27Q065,P.S. 65 - The Raymond York Elementary School,Q065,103-22 99 STREET,Q,27,495,,1,P.S. 65 - The Raymond York Elementary School,0,0,0,0,0,3C,251-500,0.27,0.9,1.67,0.63,0.44,QUEENS   ,11417,40.68259,-73.841202,10,32,4002,4438525,4091210011,Ozone Park                                                                 
2015-16,Q891,24Q560,"Robert F. Wagner, Jr. Secondary School for Arts an",Q560,47-07 30TH PLACE,Q,24,623,,1,"Robert F. Wagner, Jr. Secondary School for Arts an",0,2,0,2,0,4C,501-750,0.28,1.11,1.74,0.75,0.53,QUEENS   ,11101,40.742839,-73.936782,2,26,199,4003540,4002820001,Hunters Point-Sunnyside-West Maspeth                                       
2015-16,Q985,79Q344,East River Academy,Q344,15-15 HAZEN STREET,Q,30,509,,1,East River Academy,0,0,0,0,0,4C,501-750,0.28,1.11,1.74,0.75,0.53,QUEENS   ,11370,40.790976,-73.884374,1,22,1,2097042,2026050040,Rikers Island                                                              
2015-16,QAPM,75Q023,P.S. Q023 @ Queens Children Center,Q023,74-03 COMMONWEALTH BOULEVARD,Q,26,326,,1,P.S. Q023 @ Queens Children Center,0,0,0,0,0,3C,251-500,0.27,0.9,1.67,0.63,0.44,QUEENS   ,11426,40.746352,-73.727657,13,23,1567,4438378,4084010001,Bellerose                                                                  
2015-16,QAZJ,75Q404,Hospital Schools - Queens,Q404,269-01 76th Avenue,Q,24,N/A,,1,Hospital Schools - Queens,0,0,1,0,0,N/A,N/A,0.59,2.3,4.8,1.36,1.17,QUEENS   ,11004,40.75278,-73.707418,13,23,155102,4439539,4085200002,Glen Oaks-Floral Park-New Hyde Park                                        
2015-16,R001,31R001,P.S. 001 Tottenville,R001,58 SUMMIT STREET,R,31,491,,1,P.S. 001 Tottenville,0,2,0,2,0,4C,501-750,0.28,1.11,1.74,0.75,0.53,STATEN IS,10307,40.509037,-74.244118,3,51,24401,5107854,5078980001,Charleston-Richmond Valley-Tottenville                                     
2015-16,R002,31R002,I.S. R002 George L. Egbert,R002,333 MIDLAND AVENUE,R,31,809,,1,I.S. R002 George L. Egbert,0,3,9,0,1,5C,751-1000,0.38,1.71,2.38,0.98,0.82,STATEN IS,10306,40.576725,-74.100726,2,50,11202,5053571,5036960100,New Dorp-Midland Beach                                                     
2015-16,R003,31R003,P.S. 003 The Margaret Gioiosa School,R003,80 SOUTH GOFF AVENUE,R,31,903,,1,P.S. 003 The Margaret Gioiosa School,0,1,0,1,0,5C,751-1000,0.38,1.71,2.38,0.98,0.82,STATEN IS,10309,40.520699,-74.211264,3,51,198,5083311,5067960044,Annadale-Huguenot-Prince's Bay-Eltingville                                 
2015-16,R004,31R004,P.S. 004 Maurice Wollin,R004,200 NEDRA LANE,R,31,772,,1,P.S. 004 Maurice Wollin,0,0,0,0,0,5C,751-1000,0.38,1.71,2.38,0.98,0.82,STATEN IS,10312,40.552975,-74.194597,3,51,17010,5079499,5060250030,Arden Heights                                                              
2015-16,R005,31R005,P.S. 005 Huguenot,R005,348 DEISIUS STREET,R,31,256,,1,P.S. 005 Huguenot,0,0,0,0,0,3C,251-500,0.27,0.9,1.67,0.63,0.44,STATEN IS,10312,40.530169,-74.187635,3,51,176,5082407,5065660001,Annadale-Huguenot-Prince's Bay-Eltingville                                 
2015-16,R006,31R006,P.S. 6 Corporal Allan F. Kivlehan School,R006,555 PAGE AVENUE,R,31,631,,1,P.S. 6 Corporal Allan F. Kivlehan School,0,0,1,0,0,4C,501-750,0.28,1.11,1.74,0.75,0.53,STATEN IS,10307,40.510735,-74.231109,3,51,24401,5131697,5077600001,Charleston-Richmond Valley-Tottenville                                     
2015-16,R007,31R007,I.S. 007 Elias Bernstein,R007,1270 HUGUENOT AVENUE,R,31,1190,,1,I.S. 007 Elias Bernstein,0,2,4,0,1,6C,1001-1250,0.57,2.12,3.64,1.39,1.05,STATEN IS,10312,40.523757,-74.185941,3,51,198,5082345,5065440001,Annadale-Huguenot-Prince's Bay-Eltingville                                 
2015-16,R008,31R008,P.S. 8 Shirlee Solomon,R008,112 LINDENWOOD ROAD,R,31,556,,1,P.S. 8 Shirlee Solomon,0,0,0,0,0,4C,501-750,0.28,1.11,1.74,0.75,0.53,STATEN IS,10308,40.547692,-74.151755,3,51,15601,5066295,5052210001,Great Kills                                                                
2015-16,R011,31R011,P.S. 11 Thomas Dongan School,R011,50 JEFFERSON STREET,R,31,280,,1,P.S. 11 Thomas Dongan School,0,0,2,0,0,3C,251-500,0.27,0.9,1.67,0.63,0.44,STATEN IS,10304,40.59057,-74.097722,2,50,9602,5048647,5033030018,Old Town-Dongan Hills-South Beach                                          
2015-16,R013,31R013,P.S. 013 M. L. Lindemeyer,R013,191 VERMONT AVENUE,R,31,853,,1,P.S. 013 M. L. Lindemeyer,0,4,4,4,0,5C,751-1000,0.38,1.71,2.38,0.98,0.82,STATEN IS,10305,40.613216,-74.069889,1,49,8,5042776,5028520001,Stapleton-Rosebank                                                         
2015-16,R014,,100 TOMPKINS AVENUE CONSOLIDATED LOCATION,,100 TOMPKINS AVENUE,R,31,845,100 TOMPKINS AVENUE CONSOLIDATED LOCATION,1,PS 78 |  100 TOMPKINS AVENUE CONSOLIDATED LOCATION,1,2,1,3,0,5C,751-1000,0.38,1.71,2.38,0.98,0.82,STATEN IS,10304,40.622455,-74.078508,1,49,29,5014176,5005450110,Stapleton-Rosebank                                                         
2015-16,R016,31R010,Fort Hill Collaborative Elementary School,R010,80 MONROE AVENUE,R,31,95,80 MONROE AVENUE CONSOLIDATED LOCATION ,2,Fort Hill Collaborative Elementary School |P.S. 016 John J. Driscoll |80 MONROE AVENUE CONSOLIDATED LOCATION ,N/A,N/A,N/A,N/A,N/A,2C,1-250,N/A,N/A,N/A,N/A,N/A,STATEN IS,10301,40.6397,-74.079141,1,49,11,5000291,5000180015,West New Brighton-New Brighton-St. George                                  
2015-16,R016,31R016,P.S. 016 John J. Driscoll,R016,80 MONROE AVENUE,R,31,617,80 MONROE AVENUE CONSOLIDATED LOCATION ,2,Fort Hill Collaborative Elementary School |P.S. 016 John J. Driscoll |80 MONROE AVENUE CONSOLIDATED LOCATION ,N/A,N/A,N/A,N/A,N/A,4C,501-750,N/A,N/A,N/A,N/A,N/A,STATEN IS,10301,40.6397,-74.079141,1,49,11,5000291,5000180015,West New Brighton-New Brighton-St. George                                  
2015-16,R016,,80 MONROE AVENUE CONSOLIDATED LOCATION ,,80 MONROE AVENUE,R,31,712,80 MONROE AVENUE CONSOLIDATED LOCATION ,2,Fort Hill Collaborative Elementary School |P.S. 016 John J. Driscoll |80 MONROE AVENUE CONSOLIDATED LOCATION ,0,1,2,1,0,4C,501-750,0.28,1.11,1.74,0.75,0.53,STATEN IS,10301,40.6397,-74.079141,1,49,11,5000291,5000180015,West New Brighton-New Brighton-St. George                                  
2015-16,R018,31R018,P.S. 018 John G. Whittier,R018,221 BROADWAY,R,31,622,,1,P.S. 018 John G. Whittier,1,1,4,0,2,4C,501-750,0.28,1.11,1.74,0.75,0.53,STATEN IS,10310,40.636587,-74.117509,1,49,105,5004877,5001760010,New Brighton-Silver Lake                                                   
2015-16,R019,31R019,P.S. 019 The Curtis School,R019,780 POST AVENUE,R,31,657,,1,P.S. 019 The Curtis School,0,0,0,0,0,4C,501-750,0.28,1.11,1.74,0.75,0.53,STATEN IS,10310,40.631214,-74.127101,1,49,141,5006175,5002270024,West New Brighton-New Brighton-St. George                                  
2015-16,R020,31R020,P.S. 020 Port Richmond,R020,161 PARK AVENUE,R,31,492,,1,P.S. 020 Port Richmond,1,1,3,0,1,3C,251-500,0.27,0.9,1.67,0.63,0.44,STATEN IS,10302,40.636598,-74.132919,1,49,207,5106979,5010200001,Port Richmond                                                              
2015-16,R021,31R021,P.S. 21 Margaret Emery-Elm Park,R021,168 HOOKER PLACE,R,31,405,,1,P.S. 21 Margaret Emery-Elm Park,0,0,0,0,0,3C,251-500,0.27,0.9,1.67,0.63,0.44,STATEN IS,10302,40.631523,-74.144297,1,49,213,5026335,5011350001,Port Richmond                                                              
2015-16,R022,31R022,P.S. 022 Graniteville,R022,1860 FOREST AVENUE,R,31,1042,,1,P.S. 022 Graniteville,0,0,2,0,0,6C,1001-1250,0.57,2.12,3.64,1.39,1.05,STATEN IS,10303,40.625369,-74.15097,1,49,30302,5107239,5017060001,Mariner's Harbor-Arlington-Port Ivory-Graniteville                         
2015-16,R023,31R023,P.S. 023 Richmondtown,R023,30 NATICK STREET,R,31,516,,1,P.S. 023 Richmondtown,0,0,0,0,0,4C,501-750,0.28,1.11,1.74,0.75,0.53,STATEN IS,10306,40.571187,-74.132634,3,50,138,5059927,5043730001,Oakwood-Oakwood Beach                                                      
2015-16,R024,31R024,I.S. 024 Myra S. Barnes,R024,225 CLEVELAND AVENUE,R,31,1290,,1,I.S. 024 Myra S. Barnes,0,1,3,0,0,7C,1251-1500,0.64,3.02,5.77,1.72,1.54,STATEN IS,10308,40.545281,-74.14632,3,51,13203,5065854,5051530108,Great Kills                                                                
2015-16,R026,31R026,P.S. 026 The Carteret School,R026,4108 VICTORY BOULEVARD,R,31,236,,1,P.S. 026 The Carteret School,0,0,0,0,0,2C,1-250,0.24,0.71,1.71,0.51,0.32,STATEN IS,10314,40.591702,-74.190648,2,50,29102,5107386,5026340001,New Springville-Bloomfield-Travis                                          
2015-16,R027,31R027,I.S. 027 Anning S. Prall,R027,11 CLOVE LAKE PLACE,R,31,1038,,1,I.S. 027 Anning S. Prall,0,9,9,5,3,6C,1001-1250,0.57,2.12,3.64,1.39,1.05,STATEN IS,10310,40.628169,-74.116997,1,49,125,5008403,5003080001,West New Brighton-New Brighton-St. George                                  
2015-16,R029,31R029,P.S. 029 Bardwell,R029,1581 VICTORY BOULEVARD,R,31,701,,1,P.S. 029 Bardwell,0,0,1,0,0,4C,501-750,0.28,1.11,1.74,0.75,0.53,STATEN IS,10314,40.613604,-74.115988,1,50,147,5009028,5003310001,Westerleigh                                                                
2015-16,R030,31R030,P.S. 030 Westerleigh,R030,200 WARDWELL AVENUE,R,31,786,,1,P.S. 030 Westerleigh,0,0,1,0,0,5C,751-1000,0.38,1.71,2.38,0.98,0.82,STATEN IS,10314,40.618439,-74.132645,1,50,201,5113069,5004230009,Westerleigh                                                                
2015-16,R031,31R031,P.S. 031 William T. Davis,R031,55 LAYTON AVENUE,R,31,465,,1,P.S. 031 William T. Davis,0,0,0,0,0,3C,251-500,0.27,0.9,1.67,0.63,0.44,STATEN IS,10301,40.641595,-74.085135,1,49,9,5001150,5000490182,West New Brighton-New Brighton-St. George                                  
2015-16,R032,31R032,P.S. 032 The Gifford School,R032,32 ELVERTON AVENUE,R,31,687,,1,P.S. 032 The Gifford School,0,1,3,0,1,4C,501-750,0.28,1.11,1.74,0.75,0.53,STATEN IS,10308,40.557876,-74.155356,3,51,14608,5070651,5054440012,Great Kills                                                                
2015-16,R034,31R034,I.S. 034 Tottenville,R034,528 ACADEMY AVENUE,R,31,1172,,1,I.S. 034 Tottenville,0,2,0,1,0,6C,1001-1250,0.57,2.12,3.64,1.39,1.05,STATEN IS,10307,40.508284,-74.243428,3,51,24401,5088090,5078940001,Charleston-Richmond Valley-Tottenville                                     
2015-16,R035,31R035,P.S. 35 The Clove Valley School,R035,60 FOOTE AVENUE,R,31,373,,1,P.S. 35 The Clove Valley School,0,0,1,0,0,3C,251-500,0.27,0.9,1.67,0.63,0.44,STATEN IS,10301,40.613721,-74.099626,1,49,47,5015603,5006100127,Grymes Hill-Clifton-Fox Hills                                              
2015-16,R036,31R036,P.S. 036 J. C. Drumgoole,R036,255 IONIA AVENUE,R,31,920,,1,P.S. 036 J. C. Drumgoole,0,0,2,0,0,5C,751-1000,0.38,1.71,2.38,0.98,0.82,STATEN IS,10312,40.543083,-74.182299,3,51,17005,5107742,5062620012,Annadale-Huguenot-Prince's Bay-Eltingville                                 
2015-16,R038,31R038,P.S. 038 George Cromwell,R038,421 LINCOLN AVENUE,R,31,371,,1,P.S. 038 George Cromwell,0,1,2,0,0,3C,251-500,0.27,0.9,1.67,0.63,0.44,STATEN IS,10306,40.575665,-74.101624,2,50,11202,5054213,5037320006,New Dorp-Midland Beach                                                     
2015-16,R039,31R039,P.S. 39 Francis J. Murphy Jr.,R039,71 SAND LANE,R,31,535,,1,P.S. 39 Francis J. Murphy Jr.,0,1,1,1,0,4C,501-750,0.28,1.11,1.74,0.75,0.53,STATEN IS,10305,40.597679,-74.071529,2,50,2002,5045488,5030970014,Grasmere-Arrochar-Ft. Wadsworth                                            
2015-16,R040,75R373,P.S. R373,R373,91 HENDERSON AVENUE,R,31,495,91 HENDERSON AVENUE CONSOLIDATED LOCATION,2,P.S. R373 |  Home Instruction - S.I. |  91 HENDERSON AVENUE CONSOLIDATED LOCATION,N/A,N/A,N/A,N/A,N/A,3C,251-500,N/A,N/A,N/A,N/A,N/A,STATEN IS,10301,40.640686,-74.095378,1,49,81,5001823,5000730064,West New Brighton-New Brighton-St. George                                  
2015-16,R040,75R505,Home Instruction - S.I.,R505,91 HENDERSON AVENUE,R,31,N/A,91 HENDERSON AVENUE CONSOLIDATED LOCATION,2,P.S. R373 |  Home Instruction - S.I. |  91 HENDERSON AVENUE CONSOLIDATED LOCATION,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,STATEN IS,10301,40.640686,-74.095378,1,49,81,5001823,5000730064,West New Brighton-New Brighton-St. George                                  
2015-16,R040,,91 HENDERSON AVENUE CONSOLIDATED LOCATION,,91 HENDERSON AVENUE,R,31,495,91 HENDERSON AVENUE CONSOLIDATED LOCATION,2,P.S. R373 |  Home Instruction - S.I. |  91 HENDERSON AVENUE CONSOLIDATED LOCATION,0,0,0,0,0,3C,251-500,0.27,0.9,1.67,0.63,0.44,STATEN IS,10301,40.640686,-74.095378,1,49,81,5001823,5000730064,West New Brighton-New Brighton-St. George                                  
2015-16,R041,31R041,P.S. 041 New Dorp,R041,216 CLAWSON STREET,R,31,693,,1,P.S. 041 New Dorp,0,1,0,1,0,4C,501-750,0.28,1.11,1.74,0.75,0.53,STATEN IS,10306,40.574044,-74.109282,2,50,122,5052791,5036450007,New Dorp-Midland Beach                                                     
